,potential,step
422,0.25,422
423,0.25,423
424,0.25,424
425,0.25,425
426,0.25,426
427,0.25,427
428,0.25,428
429,0.25,429
430,0.25,430
431,0.25,431
432,0.25,432
433,0.25,433
434,0.25,434
435,0.25,435
436,0.25,436
437,0.25,437
438,0.25,438
439,0.25,439
440,0.25,440
441,0.25,441
442,0.25,442
443,0.25,443
444,0.25,444
445,0.25,445
446,0.25,446
447,0.25,447
448,0.25,448
449,0.25,449
450,0.25,450
451,0.25,451
452,0.25,452
453,0.25,453
454,0.25,454
455,0.25,455
456,0.25,456
457,0.25,457
458,0.25,458
459,0.25,459
460,0.25,460
461,0.25,461
462,0.25,462
463,0.25,463
464,0.25,464
465,0.25,465
466,0.25,466
467,0.25,467
468,0.25,468
469,0.25,469
470,0.25,470
471,0.25,471
472,0.25,472
473,0.25,473
474,0.25,474
475,0.25,475
476,0.25,476
477,0.25,477
478,0.25,478
479,0.25,479
480,0.25,480
481,0.25,481
482,0.25,482
483,0.25,483
484,0.25,484
485,0.25,485
486,0.25,486
487,0.25,487
488,0.25,488
489,0.25,489
490,0.25,490
491,0.25,491
492,0.25,492
493,0.25,493
494,0.25,494
495,0.25,495
496,0.25,496
497,0.25,497
498,0.25,498
499,0.25,499
500,0.25,500
501,0.25,501
502,0.25,502
503,0.25,503
504,0.25,504
505,0.25,505
506,0.25,506
507,0.25,507
508,0.25,508
509,0.25,509
510,0.25,510
511,0.25,511
512,0.25,512
513,0.25,513
514,0.25,514
515,0.25,515
516,0.25,516
517,0.25,517
518,0.25,518
519,0.25,519
520,0.25,520
521,0.25,521
522,0.25,522
523,0.25,523
524,0.25,524
525,0.25,525
526,0.25,526
527,0.25,527
528,0.25,528
529,0.25,529
530,0.25,530
531,0.25,531
532,0.25,532
533,0.25,533
534,0.25,534
535,0.25,535
536,0.25,536
537,0.25,537
538,0.25,538
539,0.25,539
540,0.25,540
541,0.25,541
542,0.25,542
543,0.25,543
544,0.25,544
545,0.25,545
546,0.25,546
547,0.25,547
548,0.25,548
549,0.25,549
550,0.25,550
551,0.25,551
552,0.25,552
553,0.25,553
554,0.25,554
555,0.25,555
556,0.25,556
557,0.25,557
558,0.25,558
559,0.25,559
560,0.25,560
561,0.25,561
562,0.25,562
563,0.25,563
564,0.25,564
565,0.25,565
566,0.25,566
567,0.25,567
568,0.25,568
569,0.25,569
570,0.25,570
571,0.25,571
572,0.25,572
573,0.25,573
574,0.25,574
575,0.25,575
576,0.25,576
577,0.25,577
578,0.25,578
579,0.25,579
580,0.25,580
581,0.25,581
582,0.25,582
583,0.25,583
584,0.25,584
585,0.25,585
586,0.25,586
587,0.25,587
588,0.25,588
589,0.25,589
590,0.25,590
591,0.25,591
592,0.25,592
593,0.25,593
594,0.25,594
595,0.25,595
596,0.25,596
597,0.25,597
598,0.25,598
599,0.25,599
600,0.25,600
601,0.25,601
602,0.25,602
603,0.25,603
604,0.25,604
605,0.25,605
606,0.25,606
607,0.25,607
608,0.25,608
609,0.25,609
610,0.25,610
611,0.25,611
612,0.25,612
613,0.25,613
614,0.25,614
615,0.25,615
616,0.25,616
617,0.25,617
618,0.25,618
619,0.25,619
620,0.25,620
621,0.25,621
622,0.25,622
623,0.25,623
624,0.25,624
625,0.25,625
626,0.25,626
627,0.25,627
628,0.25,628
629,0.25,629
630,0.25,630
631,0.25,631
632,0.25,632
633,0.25,633
634,0.25,634
635,0.25,635
636,0.25,636
637,0.25,637
638,0.25,638
639,0.25,639
640,0.25,640
641,0.25,641
642,0.25,642
643,0.25,643
644,0.25,644
645,0.25,645
646,0.25,646
647,0.25,647
648,0.25,648
649,0.25,649
650,0.25,650
651,0.25,651
652,0.25,652
653,0.25,653
654,0.25,654
655,0.25,655
656,0.25,656
657,0.25,657
658,0.25,658
659,0.25,659
660,0.25,660
661,0.25,661
662,0.25,662
663,0.25,663
664,0.25,664
665,0.25,665
666,0.25,666
667,0.25,667
668,0.25,668
669,0.25,669
670,0.25,670
671,0.25,671
672,0.25,672
673,0.25,673
674,0.25,674
675,0.25,675
676,0.25,676
677,0.25,677
678,0.25,678
679,0.25,679
680,0.25,680
681,0.25,681
682,0.25,682
683,0.25,683
684,0.25,684
685,0.25,685
686,0.25,686
687,0.25,687
688,0.25,688
689,0.25,689
690,0.25,690
691,0.25,691
692,0.25,692
693,0.25,693
694,0.25,694
695,0.25,695
696,0.25,696
697,0.25,697
698,0.25,698
699,0.25,699
700,0.25,700
701,0.25,701
702,0.25,702
703,0.25,703
704,0.25,704
705,0.25,705
706,0.25,706
707,0.25,707
708,0.25,708
709,0.25,709
710,0.25,710
711,0.25,711
712,0.25,712
713,0.25,713
714,0.25,714
715,0.25,715
716,0.25,716
717,0.25,717
718,0.25,718
719,0.25,719
720,0.25,720
721,0.25,721
722,0.25,722
723,0.25,723
724,0.25,724
725,0.25,725
726,0.25,726
727,0.25,727
728,0.25,728
729,0.25,729
730,0.25,730
731,0.25,731
732,0.25,732
733,0.25,733
734,0.25,734
735,0.25,735
736,0.25,736
737,0.25,737
738,0.25,738
739,0.25,739
740,0.25,740
741,0.25,741
742,0.25,742
743,0.25,743
744,0.25,744
745,0.25,745
746,0.25,746
747,0.25,747
748,0.25,748
749,0.25,749
750,0.25,750
751,0.25,751
752,0.25,752
753,0.25,753
754,0.25,754
755,0.25,755
756,0.25,756
757,0.25,757
758,0.25,758
759,0.25,759
760,0.25,760
761,0.25,761
762,0.25,762
763,0.25,763
764,0.25,764
765,0.25,765
766,0.25,766
767,0.25,767
768,0.25,768
769,0.25,769
770,0.25,770
771,0.25,771
772,0.25,772
773,0.25,773
774,0.25,774
775,0.25,775
776,0.25,776
777,0.25,777
778,0.25,778
779,0.25,779
780,0.25,780
781,0.25,781
782,0.25,782
783,0.25,783
784,0.25,784
785,0.25,785
786,0.25,786
787,0.25,787
788,0.25,788
789,0.25,789
790,0.25,790
791,0.25,791
792,0.25,792
793,0.25,793
794,0.25,794
795,0.25,795
796,0.25,796
797,0.25,797
798,0.25,798
799,0.25,799
800,0.25,800
801,0.25,801
802,0.25,802
803,0.25,803
804,0.25,804
805,0.25,805
806,0.25,806
807,0.25,807
808,0.25,808
809,0.25,809
810,0.25,810
811,0.25,811
812,0.25,812
813,0.25,813
814,0.25,814
815,0.25,815
816,0.25,816
817,0.25,817
818,0.25,818
819,0.25,819
820,0.25,820
821,0.25,821
822,0.25,822
823,0.25,823
824,0.25,824
825,0.25,825
826,0.25,826
827,0.25,827
828,0.25,828
829,0.25,829
830,0.25,830
831,0.25,831
832,0.25,832
833,0.25,833
834,0.25,834
835,0.25,835
836,0.25,836
837,0.25,837
838,0.25,838
839,0.25,839
840,0.25,840
841,0.25,841
842,0.25,842
843,0.25,843
844,0.25,844
845,0.25,845
846,0.25,846
847,0.25,847
848,0.25,848
849,0.25,849
850,0.25,850
851,0.25,851
852,0.25,852
853,0.25,853
854,0.25,854
855,0.25,855
856,0.25,856
857,0.25,857
858,0.25,858
859,0.25,859
860,0.25,860
861,0.25,861
862,0.25,862
863,0.25,863
864,0.25,864
865,0.25,865
866,0.25,866
867,0.25,867
868,0.25,868
869,0.25,869
870,0.25,870
871,0.25,871
872,0.25,872
873,0.25,873
874,0.25,874
875,0.25,875
876,0.25,876
877,0.25,877
878,0.25,878
879,0.25,879
880,0.25,880
881,0.25,881
882,0.25,882
883,0.25,883
884,0.25,884
885,0.25,885
886,0.25,886
887,0.25,887
888,0.25,888
889,0.25,889
890,0.25,890
891,0.25,891
892,0.25,892
893,0.25,893
894,0.25,894
895,0.25,895
896,0.25,896
897,0.25,897
898,0.25,898
899,0.25,899
900,0.25,900
901,0.25,901
902,0.25,902
903,0.25,903
904,0.25,904
905,0.25,905
906,0.25,906
907,0.25,907
908,0.25,908
909,0.25,909
910,0.25,910
911,0.25,911
912,0.25,912
913,0.25,913
914,0.25,914
915,0.25,915
916,0.25,916
917,0.25,917
918,0.25,918
919,0.25,919
920,0.25,920
921,0.25,921
922,0.25,922
923,0.25,923
924,0.25,924
925,0.25,925
926,0.25,926
927,0.25,927
928,0.25,928
929,0.25,929
930,0.25,930
931,0.25,931
932,0.25,932
933,0.25,933
934,0.25,934
935,0.25,935
936,0.25,936
937,0.25,937
938,0.25,938
939,0.25,939
940,0.25,940
941,0.25,941
942,0.25,942
943,0.25,943
944,0.25,944
945,0.25,945
946,0.25,946
947,0.25,947
948,0.25,948
949,0.25,949
950,0.25,950
951,0.25,951
952,0.25,952
953,0.25,953
954,0.25,954
955,0.25,955
956,0.25,956
957,0.25,957
958,0.25,958
959,0.25,959
960,0.25,960
961,0.25,961
962,0.25,962
963,0.25,963
964,0.25,964
965,0.25,965
966,0.25,966
967,0.25,967
968,0.25,968
969,0.25,969
970,0.25,970
971,0.25,971
972,0.25,972
973,0.25,973
974,0.25,974
975,0.25,975
976,0.25,976
977,0.25,977
978,0.25,978
979,0.25,979
980,0.25,980
981,0.25,981
982,0.25,982
983,0.25,983
984,0.25,984
985,0.25,985
986,0.25,986
987,0.25,987
988,0.25,988
989,0.25,989
990,0.25,990
991,0.25,991
992,0.25,992
993,0.25,993
994,0.25,994
995,0.25,995
996,0.25,996
997,0.25,997
998,0.25,998
999,0.25,999
1000,0.25,1000
1001,0.25,1001
1002,0.25,1002
1003,0.25,1003
1004,0.25,1004
1005,0.25,1005
1006,0.25,1006
1007,0.25,1007
1008,0.25,1008
1009,0.25,1009
1010,0.25,1010
1011,0.25,1011
1012,0.25,1012
1013,0.25,1013
1014,0.25,1014
1015,0.25,1015
1016,0.25,1016
1017,0.25,1017
1018,0.25,1018
1019,0.25,1019
1020,0.25,1020
1021,0.25,1021
1022,0.25,1022
1023,0.25,1023
1024,0.25,1024
1025,0.25,1025
1026,0.25,1026
1027,0.25,1027
1028,0.25,1028
1029,0.25,1029
1030,0.25,1030
1031,0.25,1031
1032,0.25,1032
1033,0.25,1033
1034,0.25,1034
1035,0.25,1035
1036,0.25,1036
1037,0.25,1037
1038,0.25,1038
1039,0.25,1039
1040,0.25,1040
1041,0.25,1041
1042,0.25,1042
1043,0.25,1043
1044,0.25,1044
1045,0.25,1045
1046,0.25,1046
1047,0.25,1047
1048,0.25,1048
1049,0.25,1049
1050,0.25,1050
1051,0.25,1051
1052,0.25,1052
1053,0.25,1053
1054,0.25,1054
1055,0.25,1055
1056,0.25,1056
1057,0.25,1057
1058,0.25,1058
1059,0.25,1059
1060,0.25,1060
1061,0.25,1061
1062,0.25,1062
1063,0.25,1063
1064,0.25,1064
1065,0.25,1065
1066,0.25,1066
1067,0.25,1067
1068,0.25,1068
1069,0.25,1069
1070,0.25,1070
1071,0.25,1071
1072,0.25,1072
1073,0.25,1073
1074,0.25,1074
1075,0.25,1075
1076,0.25,1076
1077,0.25,1077
1078,0.25,1078
1079,0.25,1079
1080,0.25,1080
1081,0.25,1081
1082,0.25,1082
1083,0.25,1083
1084,0.25,1084
1085,0.25,1085
1086,0.25,1086
1087,0.25,1087
1088,0.25,1088
1089,0.25,1089
1090,0.25,1090
1091,0.25,1091
1092,0.25,1092
1093,0.25,1093
1094,0.25,1094
1095,0.25,1095
1096,0.25,1096
1097,0.25,1097
1098,0.25,1098
1099,0.25,1099
1100,0.25,1100
1101,0.25,1101
1102,0.25,1102
1103,0.25,1103
1104,0.25,1104
1105,0.25,1105
1106,0.25,1106
1107,0.25,1107
1108,0.25,1108
1109,0.25,1109
1110,0.25,1110
1111,0.25,1111
1112,0.25,1112
1113,0.25,1113
1114,0.25,1114
1115,0.25,1115
1116,0.25,1116
1117,0.25,1117
1118,0.25,1118
1119,0.25,1119
1120,0.25,1120
1121,0.25,1121
1122,0.25,1122
1123,0.25,1123
1124,0.25,1124
1125,0.25,1125
1126,0.25,1126
1127,0.25,1127
1128,0.25,1128
1129,0.25,1129
1130,0.25,1130
1131,0.25,1131
1132,0.25,1132
1133,0.25,1133
1134,0.25,1134
1135,0.25,1135
1136,0.25,1136
1137,0.25,1137
1138,0.25,1138
1139,0.25,1139
1140,0.25,1140
1141,0.25,1141
1142,0.25,1142
1143,0.25,1143
1144,0.25,1144
1145,0.25,1145
1146,0.25,1146
1147,0.25,1147
1148,0.25,1148
1149,0.25,1149
1150,0.25,1150
1151,0.25,1151
1152,0.25,1152
1153,0.25,1153
1154,0.25,1154
1155,0.25,1155
1156,0.25,1156
1157,0.25,1157
1158,0.25,1158
1159,0.25,1159
1160,0.25,1160
1161,0.25,1161
1162,0.25,1162
1163,0.25,1163
1164,0.25,1164
1165,0.25,1165
1166,0.25,1166
1167,0.25,1167
1168,0.25,1168
1169,0.25,1169
1170,0.25,1170
1171,0.25,1171
1172,0.25,1172
1173,0.25,1173
1174,0.25,1174
1175,0.25,1175
1176,0.25,1176
1177,0.25,1177
1178,0.25,1178
1179,0.25,1179
1180,0.25,1180
1181,0.25,1181
1182,0.25,1182
1183,0.25,1183
1184,0.25,1184
1185,0.25,1185
1186,0.25,1186
1187,0.25,1187
1188,0.25,1188
1189,0.25,1189
1190,0.25,1190
1191,0.25,1191
1192,0.25,1192
1193,0.25,1193
1194,0.25,1194
1195,0.25,1195
1196,0.25,1196
1197,0.25,1197
1198,0.25,1198
1199,0.25,1199
1200,0.25,1200
1201,0.25,1201
1202,0.25,1202
1203,0.25,1203
1204,0.25,1204
1205,0.25,1205
1206,0.25,1206
1207,0.25,1207
1208,0.25,1208
1209,0.25,1209
1210,0.25,1210
1211,0.25,1211
1212,0.25,1212
1213,0.25,1213
1214,0.25,1214
1215,0.25,1215
1216,0.25,1216
1217,0.25,1217
1218,0.25,1218
1219,0.25,1219
1220,0.25,1220
1221,0.25,1221
1222,0.25,1222
1223,0.25,1223
1224,0.25,1224
1225,0.25,1225
1226,0.25,1226
1227,0.25,1227
1228,0.25,1228
1229,0.25,1229
1230,0.25,1230
1231,0.25,1231
1232,0.25,1232
1233,0.25,1233
1234,0.25,1234
1235,0.25,1235
1236,0.25,1236
1237,0.25,1237
1238,0.25,1238
1239,0.25,1239
1240,0.25,1240
1241,0.25,1241
1242,0.25,1242
1243,0.25,1243
1244,0.25,1244
1245,0.25,1245
1246,0.25,1246
1247,0.25,1247
1248,0.25,1248
1249,0.25,1249
1250,0.25,1250
1251,0.25,1251
1252,0.25,1252
1253,0.25,1253
1254,0.25,1254
1255,0.25,1255
1256,0.25,1256
1257,0.25,1257
1258,0.25,1258
1259,0.25,1259
1260,0.25,1260
1261,0.25,1261
1262,0.25,1262
1263,0.25,1263
1264,0.25,1264
1265,0.25,1265
1266,0.25,1266
1267,0.25,1267
1268,0.25,1268
1269,0.25,1269
1270,0.25,1270
1271,0.25,1271
1272,0.25,1272
1273,0.25,1273
1274,0.25,1274
1275,0.25,1275
1276,0.25,1276
1277,0.25,1277
1278,0.25,1278
1279,0.25,1279
1280,0.25,1280
1281,0.25,1281
1282,0.25,1282
1283,0.25,1283
1284,0.25,1284
1285,0.25,1285
1286,0.25,1286
1287,0.25,1287
1288,0.25,1288
1289,0.25,1289
1290,0.25,1290
1291,0.25,1291
1292,0.25,1292
1293,0.25,1293
1294,0.25,1294
1295,0.25,1295
1296,0.25,1296
1297,0.25,1297
1298,0.25,1298
1299,0.25,1299
1300,0.25,1300
1301,0.25,1301
1302,0.25,1302
1303,0.25,1303
1304,0.25,1304
1305,0.25,1305
1306,0.25,1306
1307,0.25,1307
1308,0.25,1308
1309,0.25,1309
1310,0.25,1310
1311,0.25,1311
1312,0.25,1312
1313,0.25,1313
1314,0.25,1314
1315,0.25,1315
1316,0.25,1316
1317,0.25,1317
1318,0.25,1318
1319,0.25,1319
1320,0.25,1320
1321,0.25,1321
1322,0.25,1322
1323,0.25,1323
1324,0.25,1324
1325,0.25,1325
1326,0.25,1326
1327,0.25,1327
1328,0.25,1328
1329,0.25,1329
1330,0.25,1330
1331,0.25,1331
1332,0.25,1332
1333,0.25,1333
1334,0.25,1334
1335,0.25,1335
1336,0.25,1336
1337,0.25,1337
1338,0.25,1338
1339,0.25,1339
1340,0.25,1340
1341,0.25,1341
1342,0.25,1342
1343,0.25,1343
1344,0.25,1344
1345,0.25,1345
1346,0.25,1346
1347,0.25,1347
1348,0.25,1348
1349,0.25,1349
1350,0.25,1350
1351,0.25,1351
1352,0.25,1352
1353,0.25,1353
1354,0.25,1354
1355,0.25,1355
1356,0.25,1356
1357,0.25,1357
1358,0.25,1358
1359,0.25,1359
1360,0.25,1360
1361,0.25,1361
1362,0.25,1362
1363,0.25,1363
1364,0.25,1364
1365,0.25,1365
1366,0.25,1366
1367,0.25,1367
1368,0.25,1368
1369,0.25,1369
1370,0.25,1370
1371,0.25,1371
1372,0.25,1372
1373,0.25,1373
1374,0.25,1374
1375,0.25,1375
1376,0.25,1376
1377,0.25,1377
1378,0.25,1378
1379,0.25,1379
1380,0.25,1380
1381,0.25,1381
1382,0.25,1382
1383,0.25,1383
1384,0.25,1384
1385,0.25,1385
1386,0.25,1386
1387,0.25,1387
1388,0.25,1388
1389,0.25,1389
1390,0.25,1390
1391,0.25,1391
1392,0.25,1392
1393,0.25,1393
1394,0.25,1394
1395,0.25,1395
1396,0.25,1396
1397,0.25,1397
1398,0.25,1398
1399,0.25,1399
1400,0.25,1400
1401,0.25,1401
1402,0.25,1402
1403,0.25,1403
1404,0.25,1404
1405,0.25,1405
1406,0.25,1406
1407,0.25,1407
1408,0.25,1408
1409,0.25,1409
1410,0.25,1410
1411,0.25,1411
1412,0.25,1412
1413,0.25,1413
1414,0.25,1414
1415,0.25,1415
1416,0.25,1416
1417,0.25,1417
1418,0.25,1418
1419,0.25,1419
1420,0.25,1420
1421,0.25,1421
1422,0.25,1422
1423,0.25,1423
1424,0.25,1424
1425,0.25,1425
1426,0.25,1426
1427,0.25,1427
1428,0.25,1428
1429,0.25,1429
1430,0.25,1430
1431,0.25,1431
1432,0.25,1432
1433,0.25,1433
1434,0.25,1434
1435,0.25,1435
1436,0.25,1436
1437,0.25,1437
1438,0.25,1438
1439,0.25,1439
1440,0.25,1440
1441,0.25,1441
1442,0.25,1442
1443,0.25,1443
1444,0.25,1444
1445,0.25,1445
1446,0.25,1446
1447,0.25,1447
1448,0.25,1448
1449,0.25,1449
1450,0.25,1450
1451,0.25,1451
1452,0.25,1452
1453,0.25,1453
1454,0.25,1454
1455,0.25,1455
1456,0.25,1456
1457,0.25,1457
1458,0.25,1458
1459,0.25,1459
1460,0.25,1460
1461,0.25,1461
1462,0.25,1462
1463,0.25,1463
1464,0.25,1464
1465,0.25,1465
1466,0.25,1466
1467,0.25,1467
1468,0.25,1468
1469,0.25,1469
1470,0.25,1470
1471,0.25,1471
1472,0.25,1472
1473,0.25,1473
1474,0.25,1474
1475,0.25,1475
1476,0.25,1476
1477,0.25,1477
1478,0.25,1478
1479,0.25,1479
1480,0.25,1480
1481,0.25,1481
1482,0.25,1482
1483,0.25,1483
1484,0.25,1484
1485,0.25,1485
1486,0.25,1486
1487,0.25,1487
1488,0.25,1488
1489,0.25,1489
1490,0.25,1490
1491,0.25,1491
1492,0.25,1492
1493,0.25,1493
1494,0.25,1494
1495,0.25,1495
1496,0.25,1496
1497,0.25,1497
1498,0.25,1498
1499,0.25,1499
1500,0.25,1500
1501,0.25,1501
1502,0.25,1502
1503,0.25,1503
1504,0.25,1504
1505,0.25,1505
1506,0.25,1506
1507,0.25,1507
1508,0.25,1508
1509,0.25,1509
1510,0.25,1510
1511,0.25,1511
1512,0.25,1512
1513,0.25,1513
1514,0.25,1514
1515,0.25,1515
1516,0.25,1516
1517,0.25,1517
1518,0.25,1518
1519,0.25,1519
1520,0.25,1520
1521,0.25,1521
1522,0.25,1522
1523,0.25,1523
1524,0.25,1524
1525,0.25,1525
1526,0.25,1526
1527,0.25,1527
1528,0.25,1528
1529,0.25,1529
1530,0.25,1530
1531,0.25,1531
1532,0.25,1532
1533,0.25,1533
1534,0.25,1534
1535,0.25,1535
1536,0.25,1536
1537,0.25,1537
1538,0.25,1538
1539,0.25,1539
1540,0.25,1540
1541,0.25,1541
1542,0.25,1542
1543,0.25,1543
1544,0.25,1544
1545,0.25,1545
1546,0.25,1546
1547,0.25,1547
1548,0.25,1548
1549,0.25,1549
1550,0.25,1550
1551,0.25,1551
1552,0.25,1552
1553,0.25,1553
1554,0.25,1554
1555,0.25,1555
1556,0.25,1556
1557,0.25,1557
1558,0.25,1558
1559,0.25,1559
1560,0.25,1560
1561,0.25,1561
1562,0.25,1562
1563,0.25,1563
1564,0.25,1564
1565,0.25,1565
1566,0.25,1566
1567,0.25,1567
1568,0.25,1568
1569,0.25,1569
1570,0.25,1570
1571,0.25,1571
1572,0.25,1572
1573,0.25,1573
1574,0.25,1574
1575,0.25,1575
1576,0.25,1576
1577,0.25,1577
1578,0.25,1578
1579,0.25,1579
1580,0.25,1580
1581,0.25,1581
1582,0.25,1582
1583,0.25,1583
1584,0.25,1584
1585,0.25,1585
1586,0.25,1586
1587,0.25,1587
1588,0.25,1588
1589,0.25,1589
1590,0.25,1590
1591,0.25,1591
1592,0.25,1592
1593,0.25,1593
1594,0.25,1594
1595,0.25,1595
